"NTEE","NTEE2","level1","level2","level3","level4","level5","level1.label","level2.label","level3.label","level4.label","level5.label","keywords"
"J0140","HMS-J40-AA","HMS","Jxx","J4x","J40","AA","Human Services","Employment","Alliance/Advocacy Organization for a nonprofit in employment.","Organizations that work to promote the rights of employees to fair remuneration and safe working conditions \[Note: These are generally section 501(c)(5) organizations\].","Alliance/Advocacy Organization",NA
"J02","HMS-J00-MT","HMS","Jxx","J0x","J00","MT","Human Services","Employment","Organization providing management and technical assistance for a nonprofit in employment.","Organization providing management and technical assistance for a nonprofit in employment.","Management and Technical Assistance","Professional Continuing Education"
"J0222","HMS-J22-MT","HMS","Jxx","J2x","J22","MT","Human Services","Employment","Organization providing management and technical assistance for a nonprofit in employment.","Organizations that train people in the specific skills they will need to obtain employment in a particular industry or which provide work experience for youth or others who have no employment history.","Management and Technical Assistance",NA
"J03","HMS-J00-PA","HMS","Jxx","J0x","J00","PA","Human Services","Employment","Professional Society/Association in employment.","Professional Society/Association in employment.","Professional Society/Association",""
"J0320","HMS-J20-PA","HMS","Jxx","J2x","J20","PA","Human Services","Employment","Professional Society/Association in employment.","Organizations that help people prepare for, find, secure and retain suitable employment. Use this code for organizations that provide a wide range of employment services or those that offer employment-related services not specified below. Includes: Employment placement agencies; Job development organizations including those for youth and people with disabilities; Retraining; and Senior Community Service Employment Programs","Professional Society/Association",NA
"J0322","HMS-J22-PA","HMS","Jxx","J2x","J22","PA","Human Services","Employment","Professional Society/Association in employment.","Organizations that train people in the specific skills they will need to obtain employment in a particular industry or which provide work experience for youth or others who have no employment history.","Professional Society/Association",NA
"J0340","HMS-J40-PA","HMS","Jxx","J4x","J40","PA","Human Services","Employment","Professional Society/Association in employment.","Organizations that work to promote the rights of employees to fair remuneration and safe working conditions \[Note: These are generally section 501(c)(5) organizations\].","Professional Society/Association",NA
"J05","HMS-J00-RP","HMS","Jxx","J0x","J00","RP","Human Services","Employment","Research Institute and/or Public Policy Analysis in employment.","Research Institute and/or Public Policy Analysis in employment.","Research Institute and/or Public Policy Analysis","Employment Policy, Employment Research"
"J0522","HMS-J22-RP","HMS","Jxx","J2x","J22","RP","Human Services","Employment","Research Institute and/or Public Policy Analysis in employment.","Organizations that train people in the specific skills they will need to obtain employment in a particular industry or which provide work experience for youth or others who have no employment history.","Research Institute and/or Public Policy Analysis",NA
"J0540","HMS-J40-RP","HMS","Jxx","J4x","J40","RP","Human Services","Employment","Research Institute and/or Public Policy Analysis in employment.","Organizations that work to promote the rights of employees to fair remuneration and safe working conditions \[Note: These are generally section 501(c)(5) organizations\].","Research Institute and/or Public Policy Analysis",NA
"J11","HMS-J00-MS","HMS","Jxx","J0x","J00","MS","Human Services","Employment","Providing monetary support to a sinlge organization in employment.","Providing monetary support to a sinlge organization in employment.","Monetary Support - Single Organization",""
"J1122","HMS-J22-MS","HMS","Jxx","J2x","J22","MS","Human Services","Employment","Providing monetary support to a sinlge organization in employment.","Organizations that train people in the specific skills they will need to obtain employment in a particular industry or which provide work experience for youth or others who have no employment history.","Monetary Support - Single Organization",NA
"J1140","HMS-J40-MS","HMS","Jxx","J4x","J40","MS","Human Services","Employment","Providing monetary support to a sinlge organization in employment.","Organizations that work to promote the rights of employees to fair remuneration and safe working conditions \[Note: These are generally section 501(c)(5) organizations\].","Monetary Support - Single Organization",NA
"J12","HMS-J00-MM","HMS","Jxx","J0x","J00","MM","Human Services","Employment","Providing monetary support to multiple organizations in employment.","Providing monetary support to multiple organizations in employment.","Monetary Support - Multiple Organizations",""
"J1220","HMS-J20-MM","HMS","Jxx","J2x","J20","MM","Human Services","Employment","Providing monetary support to multiple organizations in employment.","Organizations that help people prepare for, find, secure and retain suitable employment. Use this code for organizations that provide a wide range of employment services or those that offer employment-related services not specified below. Includes: Employment placement agencies; Job development organizations including those for youth and people with disabilities; Retraining; and Senior Community Service Employment Programs","Monetary Support - Multiple Organizations",NA
"J1222","HMS-J22-MM","HMS","Jxx","J2x","J22","MM","Human Services","Employment","Providing monetary support to multiple organizations in employment.","Organizations that train people in the specific skills they will need to obtain employment in a particular industry or which provide work experience for youth or others who have no employment history.","Monetary Support - Multiple Organizations",NA
"J1232","HMS-J32-MM","HMS","Jxx","J3x","J32","MM","Human Services","Employment","Providing monetary support to multiple organizations in employment.","Goodwill Industries sites.","Monetary Support - Multiple Organizations",NA
"J19","HMS-J00-NS","HMS","Jxx","J0x","J00","NS","Human Services","Employment","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit inemployment.","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit inemployment.","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",""
"J1920","HMS-J20-NS","HMS","Jxx","J2x","J20","NS","Human Services","Employment","Providingnonmonetary support not elsewhere classified (n.e.c.) to a nonprofit inemployment.","Organizations that help people prepare for, find, secure and retain suitable employment. Use this code for organizations that provide a wide range of employment services or those that offer employment-related services not specified below. Includes: Employment placement agencies; Job development organizations including those for youth and people with disabilities; Retraining; and Senior Community Service Employment Programs","Nonmonetary Support Not Elsewhere Classified (N.E.C.)",NA
